"State","BankState","ApprovalFY","Term","NoEmp","NewExist","CreateJob","RetainedJob","UrbanRural","RevLineCr","DisbursementGross","MIS_Status","GrAppv","SBA_Appv","WhichCompany","yearsAfterAprv"
"Pacific West","Pacific West",2004,84,1,"New",0,12,"Urban","0",130000,"P I F",130000,110500,"56",18
"Midwest","Midwest",1994,78,7,"NotNew",0,0,"Undefined","N",35000,"P I F",35000,31500,"00",28
"Plains","Plains",1994,144,1,"NotNew",0,0,"Undefined","N",5e+05,"P I F",5e+05,375000,"00",28
"Northeast","Northeast",1994,60,1,"New",0,0,"Undefined","N",10000,"P I F",10000,9000,"00",28
"Pacific West","Pacific West",2004,84,2,"New",2,0,"Urban","0",80000,"P I F",80000,68000,"53",18
"Pacific West","Southeast",2004,84,1,"NotNew",1,1,"Urban","Y",38000,"P I F",25000,12500,"45",18
"Northeast","Pacific West",2004,84,3,"NotNew",0,3,"Urban","0",1e+05,"P I F",1e+05,50000,"81",18
"Northeast","Northeast",2004,84,2,"NotNew",0,2,"Urban","Y",20100,"P I F",20000,10000,"61",18
"Pacific West","Midwest",1994,239,7,"NotNew",0,0,"Undefined","N",212500,"P I F",212500,159375,"62",28
"Plains","Plains",1994,240,3,"NotNew",0,0,"Undefined","N",64000,"P I F",64000,57600,"44",28
"Northeast","Northeast",1994,240,1,"NotNew",0,0,"Undefined","N",85000,"P I F",85000,68000,"00",28
"Midwest","Pacific West",2004,36,1,"NotNew",0,1,"Urban","Y",26796,"P I F",20000,10000,"62",18
"Midwest","Southeast",2004,84,3,"NotNew",0,0,"Rural","N",460000,"P I F",460000,345000,"44",18
"Midwest","Midwest",2004,40,25,"New",0,0,"Rural","0",150000,"CHGOFF",150000,127500,"72",18
"Plains","Plains",2004,220,2,"New",3,2,"Urban","0",1e+05,"P I F",1e+05,75000,"42",18
"Pacific West","Midwest",1994,60,2,"New",0,0,"Undefined","N",22500,"P I F",22500,20250,"00",28
"Southeast","Southeast",1994,84,4,"New",0,0,"Undefined","N",37000,"P I F",37000,33300,"00",28
"Northeast","Northeast",2004,120,24,"NotNew",0,0,"Urban","N",750000,"P I F",750000,562500,"72",18
"Pacific West","Plains",2004,120,1,"NotNew",2,1,"Urban","0",130600,"P I F",130600,111010,"44",18
"Plains","Plains",2004,240,12,"NotNew",2,10,"Urban","0",447000,"P I F",447000,447000,"62",18
"Pacific West","Pacific West",2004,120,9,"NotNew",0,9,"Rural","0",3e+05,"P I F",3e+05,225000,"72",18
"Southeast","Pacific West",2004,84,3,"New",1,3,"Urban","0",10000,"P I F",10000,8500,"72",18
"Northeast","Southeast",1994,36,2,"NotNew",0,0,"Undefined","N",23000,"P I F",23000,20700,"00",28
"Midwest","Midwest",2004,84,15,"New",1,0,"Urban","0",284800,"P I F",284800,213600,"72",18
"Northeast","Pacific West",2004,42,5,"NotNew",1,5,"Urban","0",5000,"CHGOFF",5000,4250,"23",18
"Midwest","Midwest",1994,60,2,"NotNew",0,0,"Undefined","N",15000,"P I F",15000,13500,"00",28
"Northeast","Northeast",2004,60,2,"NotNew",0,0,"Rural","0",12000,"P I F",12000,10200,"44",18
"Pacific West","Pacific West",2004,120,1,"New",0,1,"Rural","N",39999,"P I F",40000,20000,"31",18
"Northeast","Northeast",2004,97,2,"New",3,2,"Rural","0",2e+05,"P I F",2e+05,150000,"44",18
"Midwest","Midwest",1994,60,3,"New",0,0,"Undefined","N",117978,"P I F",150000,105000,"42",28
"Plains","Pacific West",2004,50,1,"New",1,1,"Urban","0",5000,"CHGOFF",5000,4250,"33",18
"Northeast","Southeast",1994,240,20,"New",0,0,"Undefined","N",335000,"P I F",335000,197650,"00",28
"Pacific West","Pacific West",2004,60,2,"New",0,2,"Urban","Y",37400,"P I F",37400,18700,"48",18
"Northeast","Northeast",1994,240,5,"NotNew",0,0,"Undefined","N",478000,"P I F",478000,478000,"00",28
"Northeast","Northeast",1994,60,4,"NotNew",0,0,"Undefined","N",50000,"P I F",50000,43950,"00",28
"Northeast","Pacific West",2004,57,5,"NotNew",2,3,"Urban","0",560000,"P I F",560000,420000,"62",18
"Pacific West","Pacific West",2004,13,1,"NotNew",1,1,"Urban","Y",73646,"CHGOFF",38000,19000,"54",18
"Pacific West","Pacific West",2004,240,20,"NotNew",0,0,"Urban","0",177000,"P I F",181000,181000,"23",18
"Northeast","Northeast",2004,240,5,"New",0,5,"Rural","N",281000,"P I F",281000,281000,"44",18
"Pacific West","Plains",2004,39,8,"NotNew",0,8,"Urban","Y",82172,"CHGOFF",60000,30000,"44",18
"Pacific West","Pacific West",1994,84,6,"New",0,0,"Undefined","N",250000,"P I F",250000,212500,"62",28
"Midwest","Midwest",1994,114,9,"NotNew",0,0,"Undefined","N",3e+05,"P I F",3e+05,252600,"00",28
"Midwest","Midwest",1994,242,1,"New",0,0,"Undefined","N",234000,"P I F",234000,175500,"00",28
"Northeast","Northeast",2004,60,6,"NotNew",0,0,"Urban","0",30000,"P I F",30000,25500,"62",18
"Midwest","Midwest",2004,84,15,"NotNew",1,0,"Urban","0",137200,"P I F",137200,116620,"71",18
"Midwest","Midwest",2004,87,1,"NotNew",0,1,"Rural","0",52000,"P I F",52000,26000,"56",18
"Pacific West","Pacific West",1994,84,25,"NotNew",0,0,"Undefined","N",3e+05,"P I F",3e+05,255000,"00",28
"Pacific West","Midwest",1994,36,2,"NotNew",0,0,"Undefined","N",25200,"P I F",25200,22680,"00",28
"Southeast","Southeast",1994,240,1,"NotNew",0,0,"Undefined","N",90000,"P I F",90000,81000,"54",28
"Pacific West","Pacific West",1994,120,17,"New",0,0,"Undefined","N",113288,"P I F",113288,96295,"54",28
"Pacific West","Pacific West",1976,96,8,"NotNew",0,0,"Undefined","N",1e+05,"CHGOFF",1e+05,90000,"00",46
"Pacific West","Plains",1994,276,4,"NotNew",0,0,"Undefined","N",205000,"P I F",205000,174250,"00",28
"Plains","Plains",1994,60,3,"NotNew",0,0,"Undefined","N",43000,"P I F",43000,37840,"81",28
"Midwest","Midwest",1994,60,1,"New",0,0,"Undefined","N",21000,"P I F",21000,18900,"33",28
"Midwest","Midwest",2004,240,4,"NotNew",0,0,"Rural","0",122800,"P I F",122800,104380,"45",18
"Northeast","Northeast",2004,44,6,"NotNew",0,6,"Urban","Y",29100,"CHGOFF",25000,12500,"48",18
"Pacific West","Plains",1994,240,5,"NotNew",0,0,"Undefined","N",409000,"P I F",409000,409000,"00",28
"Pacific West","Pacific West",1994,84,18,"NotNew",0,0,"Undefined","N",315000,"P I F",315000,220500,"00",28
"Pacific West","Plains",1994,84,9,"NotNew",0,0,"Undefined","N",50000,"P I F",50000,45000,"00",28
"Midwest","Midwest",2004,104,15,"New",0,15,"Urban","0",223800,"P I F",223800,167850,"72",18
"Pacific West","Midwest",2004,84,1,"NotNew",0,1,"Urban","0",767000,"P I F",762000,575250,"23",18
"Midwest","Pacific West",2004,29,2,"NotNew",1,2,"Urban","0",5000,"CHGOFF",5000,4250,"52",18
"Northeast","Northeast",1995,84,5,"NotNew",0,0,"Undefined","N",45000,"P I F",45000,40500,"62",27
"Northeast","Northeast",2004,60,3,"NotNew",0,3,"Urban","0",20000,"P I F",20000,10000,"54",18
"Plains","Plains",2004,84,8,"New",0,0,"Urban","0",101000,"P I F",101000,85850,"31",18
"Pacific West","Northeast",1995,84,26,"NotNew",0,0,"Undefined","N",49000,"P I F",49000,44100,"42",27
"Northeast","Northeast",1995,180,1,"NotNew",0,0,"Undefined","N",25000,"P I F",25000,22500,"45",27
"Northeast","Northeast",2004,36,1,"NotNew",0,1,"Urban","Y",50000,"P I F",50000,25000,"23",18
"Northeast","Northeast",2004,84,2,"NotNew",1,3,"Urban","Y",50000,"P I F",50000,25000,"44",18
"Northeast","Northeast",2004,84,2,"NotNew",0,2,"Urban","Y",83258,"P I F",35000,17500,"61",18
"Midwest","Midwest",1995,85,1,"NotNew",0,0,"Undefined","N",377000,"CHGOFF",377000,222430,"11",27
"Midwest","Midwest",1995,125,20,"New",0,0,"Undefined","N",50000,"P I F",50000,45000,"00",27
"Northeast","Northeast",2004,84,2,"NotNew",1,3,"Urban","Y",162000,"P I F",50000,25000,"42",18
"Plains","Southeast",1995,134,2,"New",0,0,"Undefined","N",55000,"CHGOFF",55000,49500,"00",27
"Midwest","Midwest",1995,144,5,"NotNew",0,0,"Undefined","N",53900,"P I F",53900,48510,"00",27
"Plains","Plains",2004,120,2,"NotNew",0,0,"Rural","N",228000,"P I F",228000,171000,"53",18
"Pacific West","Midwest",2004,288,2,"NotNew",0,0,"Urban","N",545000,"P I F",545000,408750,"72",18
"Southeast","Pacific West",2004,84,1,"New",0,1,"Urban","0",5000,"P I F",5000,4250,"71",18
"Midwest","Midwest",1995,180,15,"NotNew",0,0,"Undefined","N",429000,"P I F",429000,321750,"00",27
"HI","HI",2004,35,1,"New",0,1,"Urban","Y",30000,"P I F",30000,25500,"62",18
"Plains","Midwest",2004,10,5,"NotNew",0,5,"Urban","Y",1e+05,"P I F",1e+05,50000,"44",18
"Pacific West","Pacific West",2004,60,12,"NotNew",0,12,"Urban","Y",256936,"P I F",60000,30000,"44",18
"Southeast","Southeast",1995,124,3,"New",0,0,"Undefined","N",130000,"P I F",130000,117000,"81",27
"Northeast","Northeast",1995,60,8,"New",0,0,"Undefined","N",2e+05,"P I F",2e+05,140000,"56",27
"Midwest","Midwest",1995,91,13,"New",0,0,"Undefined","N",375000,"CHGOFF",375000,318750,"23",27
"Midwest","Midwest",1995,84,4,"New",0,0,"Undefined","N",21500,"P I F",21500,19350,"00",27
"Northeast","Midwest",1995,72,6,"NotNew",0,0,"Undefined","N",4e+05,"P I F",4e+05,330000,"31",27
"Plains","Plains",1995,240,1,"New",0,0,"Undefined","N",473500,"P I F",473500,331450,"81",27
"Midwest","Midwest",2004,182,3,"NotNew",0,0,"Rural","N",210000,"CHGOFF",210000,157500,"32",18
"Pacific West","Pacific West",2004,180,22,"NotNew",3,0,"Urban","N",3e+05,"P I F",3e+05,225000,"56",18
"Plains","Plains",2004,144,9,"NotNew",0,9,"Rural","0",70000,"P I F",70000,35000,"44",18
"Pacific West","Midwest",2004,12,28,"New",0,0,"Urban","Y",223000,"P I F",50000,25000,"54",18
"Southeast","Southeast",2004,84,33,"NotNew",0,0,"Urban","N",350000,"P I F",350000,262500,"61",18
"Northeast","Northeast",1995,60,15,"NotNew",0,0,"Undefined","N",131000,"P I F",131000,109778,"54",27
"Midwest","Midwest",1995,108,3,"New",0,0,"Undefined","N",20000,"P I F",20000,18000,"23",27
"Midwest","Midwest",1995,60,2,"NotNew",0,0,"Undefined","N",90000,"P I F",90000,81000,"00",27
"Pacific West","Pacific West",1995,240,6,"NotNew",0,0,"Undefined","N",435000,"P I F",435000,435000,"42",27
"Pacific West","Pacific West",2004,120,1,"NotNew",0,1,"Urban","0",226000,"P I F",226000,169500,"44",18
"Midwest","Midwest",2004,204,2,"NotNew",0,2,"Urban","0",7e+05,"P I F",7e+05,525000,"81",18
"Southeast","Northeast",2004,84,3,"NotNew",0,3,"Rural","0",125000,"P I F",125000,62500,"54",18
"Southeast","Southeast",1995,84,8,"NotNew",0,0,"Undefined","N",1e+05,"P I F",1e+05,90000,"44",27
"Southeast","Southeast",1995,36,1,"NotNew",0,0,"Undefined","N",3e+05,"P I F",3e+05,225000,"00",27
"Northeast","Northeast",2004,24,5,"NotNew",1,5,"Urban","Y",85000,"P I F",75000,37500,"72",18
"Midwest","Midwest",1995,84,2,"NotNew",0,0,"Undefined","N",18000,"P I F",18000,16200,"00",27
"Pacific West","Pacific West",1995,264,10,"NotNew",0,0,"Undefined","N",372500,"P I F",372500,279375,"00",27
"Midwest","Pacific West",2004,84,3,"New",0,3,"Urban","0",81500,"P I F",81500,69275,"81",18
"Northeast","Northeast",1995,36,1,"NotNew",0,0,"Undefined","N",20000,"P I F",20000,18000,"00",27
"Pacific West","Pacific West",2004,84,1,"New",1,0,"Urban","0",40000,"P I F",50000,25000,"54",18
"Plains","Plains",2004,240,23,"NotNew",0,0,"Urban","0",246000,"P I F",246000,246000,"56",18
"Southeast","Southeast",1995,61,2,"NotNew",0,0,"Undefined","N",50000,"CHGOFF",50000,42500,"00",27
"Plains","Northeast",2004,84,6,"NotNew",0,6,"Urban","0",50000,"P I F",50000,25000,"62",18
"Plains","Plains",2004,240,10,"New",0,10,"Rural","0",685000,"P I F",685000,513750,"44",18
"Northeast","Southeast",2004,84,1,"NotNew",0,1,"Urban","Y",120967,"P I F",80000,40000,"62",18
"Southeast","Southeast",2004,120,3,"New",2,0,"Urban","0",2e+05,"P I F",2e+05,150000,"81",18
"Plains","Plains",1995,120,1,"New",0,0,"Undefined","N",216000,"P I F",216000,183600,"11",27
"Midwest","Midwest",1995,60,3,"NotNew",0,0,"Undefined","N",1e+05,"P I F",1e+05,90000,"00",27
"Midwest","Midwest",2004,84,18,"NotNew",0,0,"Urban","Y",167689,"P I F",50000,25000,"81",18
"Southeast","Southeast",1995,96,28,"NotNew",0,0,"Undefined","N",630000,"P I F",630000,529200,"71",27
"Southeast","Southeast",2004,12,3,"NotNew",0,0,"Undefined","Y",560887,"P I F",750000,562500,"33",18
"Northeast","Northeast",2004,24,7,"NotNew",3,10,"Urban","Y",250000,"P I F",350000,175000,"51",18
"Northeast","Northeast",1995,84,8,"NotNew",0,0,"Undefined","N",50000,"P I F",50000,45000,"42",27
"Northeast","Northeast",2004,55,14,"NotNew",0,0,"Urban","Y",1e+05,"CHGOFF",1e+05,50000,"72",18
"Plains","Pacific West",2004,39,1,"NotNew",2,1,"Urban","0",10000,"CHGOFF",10000,8500,"52",18
"Pacific West","Pacific West",1995,240,6,"NotNew",0,0,"Undefined","N",83000,"P I F",83000,83000,"33",27
"Northeast","Northeast",2004,69,12,"New",0,0,"Rural","0",1e+05,"CHGOFF",1e+05,85000,"72",18
"Plains","Plains",2004,240,5,"NotNew",0,5,"Rural","0",7e+05,"P I F",7e+05,525000,"42",18
"Northeast","Northeast",1995,120,3,"NotNew",0,0,"Undefined","N",43300,"P I F",43300,38537,"00",27
"Pacific West","Plains",2004,64,2,"New",1,2,"Urban","0",115000,"CHGOFF",115000,97750,"81",18
"Midwest","Midwest",1995,240,6,"NotNew",0,0,"Undefined","N",168000,"P I F",168000,168000,"00",27
"Northeast","Northeast",2004,51,1,"NotNew",0,1,"Rural","0",10000,"CHGOFF",10000,8500,"48",18
"Midwest","Plains",2004,76,1,"NotNew",0,1,"Urban","Y",63762,"P I F",30000,15000,"53",18
"Northeast","Northeast",1995,84,6,"New",0,0,"Undefined","N",155000,"P I F",155000,139500,"00",27
"Northeast","Northeast",2004,35,10,"NotNew",2,12,"Urban","0",1e+05,"CHGOFF",1e+05,50000,"42",18
"Pacific West","Plains",2004,288,2,"NotNew",0,0,"Urban","0",545000,"P I F",545000,408750,"72",18
"Plains","Plains",1995,120,3,"New",0,0,"Undefined","N",56000,"P I F",56000,50400,"44",27
"Pacific West","Plains",1995,120,2,"NotNew",0,0,"Undefined","N",75000,"P I F",75000,67500,"00",27
"Northeast","Northeast",1995,84,22,"NotNew",0,0,"Undefined","N",1e+05,"P I F",1e+05,90000,"00",27
"Pacific West","Pacific West",2004,64,1,"NotNew",2,0,"Urban","0",250000,"CHGOFF",250000,187500,"48",18
"Pacific West","Plains",1995,84,6,"NotNew",0,0,"Undefined","N",75000,"P I F",75000,52500,"62",27
"Northeast","Northeast",1995,86,12,"NotNew",0,0,"Undefined","N",650000,"P I F",650000,455000,"44",27
"Pacific West","Pacific West",1995,120,15,"NotNew",0,0,"Undefined","N",99672,"P I F",1e+05,85000,"00",27
"Pacific West","Pacific West",2004,84,3,"NotNew",1,3,"Rural","0",82500,"P I F",82500,70125,"44",18
"Northeast","Northeast",1995,60,2,"New",0,0,"Undefined","N",10000,"P I F",10000,9000,"33",27
"Plains","Pacific West",2004,84,10,"NotNew",0,6,"Urban","0",175245,"P I F",150000,75000,"54",18
"Midwest","Southeast",1995,84,5,"New",0,0,"Undefined","N",108000,"P I F",108000,97200,"00",27
"Southeast","Northeast",2004,37,21,"NotNew",0,0,"Urban","Y",75000,"CHGOFF",75000,37500,"81",18
"Southeast","Pacific West",2004,84,2,"NotNew",2,2,"Urban","0",5000,"P I F",5000,4250,"42",18
"Midwest","Plains",1995,276,28,"NotNew",0,0,"Undefined","N",787500,"P I F",350000,592500,"00",27
"Plains","Plains",2004,115,3,"NotNew",0,0,"Rural","N",305700,"P I F",305700,229275,"56",18
"Northeast","Northeast",2004,84,13,"NotNew",3,3,"Rural","Y",151848,"P I F",75000,37500,"23",18
"Pacific West","Pacific West",2004,84,2,"New",0,2,"Urban","Y",15000,"P I F",15000,7500,"45",18
"Pacific West","Plains",2004,70,4,"NotNew",1,5,"Urban","Y",100160,"P I F",50000,25000,"62",18
"Pacific West","Plains",1995,84,3,"NotNew",0,0,"Undefined","N",74000,"P I F",74000,66600,"81",27
"Midwest","Midwest",1995,240,23,"NotNew",3,0,"Undefined","N",130000,"P I F",130000,130000,"23",27
"Pacific West","Pacific West",2004,84,13,"NotNew",0,13,"Rural","Y",89500,"P I F",50000,25000,"54",18
"Southeast","Southeast",1995,84,19,"NotNew",0,0,"Undefined","N",555000,"P I F",555000,416250,"54",27
"Midwest","Midwest",1976,96,6,"NotNew",0,0,"Undefined","N",2e+05,"CHGOFF",2e+05,166000,"00",46
"Midwest","Midwest",1995,84,4,"New",0,0,"Undefined","N",50000,"P I F",50000,42500,"81",27
"Southeast","Southeast",1995,60,5,"NotNew",0,0,"Undefined","N",47000,"P I F",47000,42300,"53",27
"Northeast","Northeast",2004,60,5,"NotNew",0,5,"Urban","0",40000,"P I F",40000,20000,"54",18
"Northeast","Northeast",1995,84,22,"NotNew",0,0,"Undefined","N",20634,"P I F",26000,23400,"52",27
"Southeast","Southeast",1995,60,4,"New",0,0,"Undefined","N",50000,"P I F",50000,45000,"45",27
"Midwest","Midwest",1995,120,3,"NotNew",0,0,"Undefined","N",90000,"P I F",90000,81000,"00",27
"Northeast","Northeast",1995,84,2,"NotNew",0,0,"Undefined","N",30000,"P I F",30000,27000,"45",27
"Southeast","Plains",1995,187,6,"NotNew",0,0,"Undefined","N",110000,"CHGOFF",118000,106200,"42",27
"Northeast","Northeast",2004,48,3,"New",1,3,"Urban","Y",18000,"CHGOFF",25000,12500,"44",18
"Plains","Plains",2004,240,1,"New",2,0,"Rural","0",406000,"P I F",425000,425000,"62",18
"Northeast","Northeast",1995,60,2,"New",0,0,"Undefined","N",40000,"P I F",40000,36000,"81",27
"Pacific West","Pacific West",2005,84,7,"NotNew",0,7,"Urban","0",44634,"P I F",35000,17500,"62",17
"Plains","Pacific West",2005,84,3,"New",3,3,"Urban","0",5000,"P I F",5000,4250,"62",17
"Southeast","Southeast",1995,120,6,"NotNew",0,0,"Undefined","N",1e+05,"P I F",1e+05,90000,"81",27
"Plains","Plains",1995,120,3,"NotNew",0,0,"Undefined","N",264000,"P I F",264000,264000,"33",27
"Plains","Plains",1995,36,3,"New",0,0,"Undefined","N",25000,"P I F",25000,22500,"00",27
"Midwest","Midwest",1995,60,28,"NotNew",0,0,"Undefined","N",20000,"P I F",20000,18000,"00",27
"Pacific West","Pacific West",1995,240,2,"NotNew",2,2,"Undefined","N",1e+05,"P I F",1e+05,1e+05,"44",27
"Pacific West","Plains",1995,60,1,"New",0,0,"Undefined","N",10000,"P I F",10000,9000,"00",27
"Plains","Plains",1995,180,23,"NotNew",0,0,"Undefined","N",325000,"P I F",325000,243750,"00",27
"Plains","Plains",2005,84,12,"NotNew",0,0,"Rural","0",80000,"P I F",80000,68000,"72",17
"Midwest","Midwest",1995,240,11,"NotNew",0,6,"Undefined","N",119000,"P I F",131000,131000,"54",27
"Pacific West","Plains",2005,84,10,"NotNew",0,10,"Urban","0",2e+05,"P I F",2e+05,6e+05,"44",17
"Northeast","Northeast",2005,84,1,"NotNew",0,1,"Urban","Y",129500,"P I F",1e+05,50000,"54",17
"Plains","Plains",1995,26,1,"New",0,0,"Undefined","N",29000,"CHGOFF",29000,26100,"45",27
"Midwest","Plains",2005,84,3,"New",2,3,"Rural","0",444900,"P I F",444900,333675,"44",17
"Midwest","Midwest",2005,60,6,"NotNew",1,7,"Urban","Y",274999,"P I F",150000,75000,"33",17
"Northeast","Northeast",1995,240,6,"NotNew",0,0,"Undefined","N",90000,"P I F",90000,81000,"00",27
"Midwest","Northeast",2005,84,2,"NotNew",2,2,"Rural","0",75000,"P I F",75000,37500,"23",17
"Midwest","Midwest",2005,126,2,"New",0,0,"Rural","0",90050,"P I F",127800,108630,"51",17
"Plains","Plains",1995,185,2,"NotNew",0,0,"Undefined","N",219000,"P I F",219000,164250,"00",27
"Pacific West","Pacific West",1995,240,6,"NotNew",0,0,"Undefined","N",221000,"P I F",221000,221000,"62",27
"Southeast","Southeast",1995,60,1,"NotNew",0,0,"Undefined","N",1e+05,"P I F",1e+05,90000,"00",27
"Pacific West","Pacific West",1995,84,10,"NotNew",0,0,"Undefined","N",210000,"P I F",230000,172500,"00",27
"AK","AK",1995,33,20,"NotNew",0,0,"Undefined","N",750000,"P I F",750000,607500,"53",27
"Midwest","Pacific West",2005,29,2,"New",2,2,"Urban","0",10000,"CHGOFF",10000,8500,"23",17
"Southeast","Southeast",1995,84,6,"NotNew",0,0,"Undefined","N",50000,"P I F",50000,42500,"45",27
"Plains","Plains",1995,84,2,"NotNew",0,0,"Undefined","N",30000,"P I F",30000,27000,"00",27
"Plains","Plains",1995,76,4,"New",0,0,"Undefined","N",105000,"P I F",105000,94500,"44",27
"Northeast","Northeast",1995,60,1,"New",0,0,"Undefined","N",10000,"P I F",10000,9000,"45",27
"Midwest","Midwest",1995,85,1,"NotNew",0,0,"Undefined","N",48000,"P I F",48000,38400,"00",27
"Southeast","Southeast",1995,54,2,"NotNew",0,0,"Undefined","N",20000,"P I F",20000,18000,"00",27
"Midwest","Midwest",1995,180,20,"NotNew",0,0,"Undefined","N",6e+05,"P I F",6e+05,450000,"22",27
"Northeast","Northeast",1995,84,2,"NotNew",0,0,"Undefined","N",75000,"P I F",75000,67500,"33",27
"Midwest","Midwest",2005,84,28,"NotNew",0,0,"Urban","N",360000,"P I F",385000,288750,"33",17
"Pacific West","Plains",1995,84,2,"New",0,0,"Undefined","N",56250,"P I F",56250,50625,"00",27
"Northeast","Northeast",1995,119,3,"New",0,0,"Undefined","N",56000,"P I F",56000,50400,"62",27
"Plains","Plains",1995,60,15,"NotNew",0,0,"Undefined","N",225000,"P I F",225000,191250,"42",27
"Plains","Pacific West",2005,84,5,"NotNew",0,5,"Urban","0",10000,"P I F",10000,8500,"42",17
"Southeast","Southeast",1995,84,30,"New",0,0,"Undefined","N",150000,"P I F",150000,135000,"00",27
"Midwest","Midwest",1995,84,3,"New",0,0,"Undefined","N",51000,"P I F",51000,45900,"23",27
"Midwest","Midwest",1995,84,6,"NotNew",0,0,"Undefined","N",125000,"P I F",125000,112500,"33",27
"Plains","Plains",2005,240,1,"New",2,0,"Urban","0",522000,"P I F",522000,522000,"72",17
"Plains","Plains",1995,36,9,"NotNew",0,0,"Undefined","N",75000,"P I F",75000,67500,"00",27
"Southeast","Pacific West",2005,96,2,"New",2,0,"Urban","0",117000,"P I F",117000,99450,"56",17
"Midwest","Southeast",1995,84,1,"New",0,0,"Undefined","N",42000,"P I F",42000,37800,"00",27
"Pacific West","Plains",1995,84,2,"NotNew",0,0,"Undefined","N",768500,"P I F",250000,576375,"00",27
"Plains","Plains",2005,123,1,"NotNew",0,0,"Urban","0",332000,"P I F",332000,249000,"72",17
"Northeast","Northeast",2005,84,1,"NotNew",1,2,"Urban","Y",5503,"P I F",5000,2500,"44",17
"Pacific West","Midwest",1995,84,8,"NotNew",0,0,"Undefined","N",281300,"P I F",281300,239105,"00",27
"Midwest","Midwest",1995,36,7,"NotNew",0,0,"Undefined","N",40000,"P I F",40000,36000,"00",27
"Pacific West","Midwest",1995,84,10,"NotNew",0,0,"Undefined","N",450000,"P I F",450000,337500,"00",27
"AK","AK",1995,84,1,"NotNew",0,0,"Undefined","N",44100,"P I F",44100,37057,"00",27
"Pacific West","Plains",2005,90,2,"New",0,0,"Urban","0",150000,"P I F",150000,127500,"45",17
"Plains","Plains",1995,120,1,"NotNew",0,0,"Undefined","N",2e+05,"P I F",2e+05,170000,"81",27
"Northeast","Northeast",1995,8,7,"NotNew",0,0,"Undefined","N",450000,"P I F",450000,337500,"00",27
